,Adj_R,Num_Cap_coef,IC,Rank_IC,Factor_Ret
2013-02-28,0.2802763529223439,-0.03923102636628102,-0.0103005830160388,-0.12279450420004365,-0.0012864968156404638
2013-03-31,0.17121734876924966,-0.081488182714652,0.07562304151976693,0.03370128905118854,0.00799687776779027
2013-04-30,0.054390267461707276,-0.07338088430476453,-0.020451734722511886,-0.06891226893724099,-0.0017215978990166116
2013-05-31,0.6608927494683665,-0.08158196652983886,0.0053589697649053265,-0.026475594454381565,-3.9516435110698196e-05
2013-06-30,0.7045940659010584,-0.07789650456487728,0.0072893521545674455,0.016678124684493423,0.0015082494928205948
2013-07-31,0.3932479130460499,-0.07366423048676428,0.04239204874468965,-0.014752637362750044,0.005097880219649433
2013-08-31,0.2825895676699308,-0.040906884510163055,0.017463332400262575,-0.024152758237087072,0.001873366786933045
2013-09-30,0.32135314907226886,-0.03962277992808223,0.01566704606729724,0.05433718596370311,0.0018167754074714087
2013-10-31,0.17719957656506213,-0.0746438063791924,0.012560936518889764,-0.004571049587127338,0.0014741007010304454
2013-11-30,0.45018446868377127,-0.09141292045148189,-0.05355723799363375,-0.10503017627852045,-0.00836280027532689
2013-12-31,0.06453736889844108,-0.045320075348008616,-0.006574191871706914,-0.03629777432481147,-0.0005378686682194999
2014-01-31,0.3740728205823092,0.008980385063941512,0.019723299467495046,0.029715767325575095,0.003085737834369894
2014-02-28,0.125793289094984,0.16484499614215603,0.03333258030289688,0.05332498087607688,0.0044721666374519
2014-03-31,0.19503973592671098,0.12338323452881364,-0.07415851797672593,-0.08289473805842845,-0.008075846210766091
2014-04-30,0.03807308026186118,0.04781366759609168,0.0029810136117983895,-0.03044478074309444,0.0003765413749984431
2014-05-31,0.29618746806324336,0.08677929872636618,0.015289419428181452,0.06484927949139685,0.0012944855358479734
2014-06-30,0.35842884059177493,0.01638920978311403,0.09483449077202143,0.05361902907543114,0.009842169925530364
2014-07-31,0.2606560493429353,0.005177414269793481,-0.055704304021473014,-0.04958083134770598,-0.006543600592543629
2014-08-31,0.3763679021496844,-0.04054559561552445,-0.06223060498879008,-0.036838956081531926,-0.00621738826292507
2014-09-30,0.5474434644224372,-0.07412342435675998,0.008786698401471707,0.042583223276244656,0.0012655055087336014
2014-10-31,0.06131760981119683,-0.026066733937112733,-0.06738207764471317,-0.044761436954003454,-0.005882025137285338
2014-11-30,0.2034188281886533,-0.08520200222598417,0.010346563446684462,0.027891411172891647,0.0016963453678090503
2014-12-31,0.44997639935538136,-0.052873944047816715,-0.14349855283637072,-0.14421123169868863,-0.021422210031407082
2015-01-31,0.49956454955447815,-0.08032768890734071,0.09862878663727785,0.0989239568671163,0.011378578503079979
2015-02-28,0.40859811432686655,-0.024881574221594416,0.051285435861019885,0.02294528781307889,0.00627826060274093
2015-03-31,0.6106862206050016,-0.0031038658679098993,0.06424542164902762,0.033260599019004945,0.011556766277734432
2015-04-30,0.36697888626790676,-0.03098368163065313,-0.03774025474526361,-0.01049657311013549,-0.00869000780889114
2015-05-31,0.4966260374521392,-0.007011302899859649,0.0077282256651735074,0.0004300075930938398,0.0020915144849306296
2015-06-30,0.21810986451563275,-0.04049357350559147,-0.09235596372382411,-0.08577682215397488,-0.02219412927687929
2015-07-31,0.5091238963390396,-0.06638983681820029,-0.03183473361441921,-0.023922565312109567,-0.005702535430022221
2015-08-31,0.19383211005318923,-0.03402836436302457,0.054185020451462326,-0.06709034349476561,0.01591466807969897
2015-09-30,0.09430770453651427,-0.022740979137691877,0.09818833025435834,0.08199952574850866,0.0139747723006839
2015-10-31,0.6517841250046316,-5.957607929586211e-05,0.050463550120282134,0.04291198110211299,0.008690673390938914
2015-11-30,0.3935060644346059,-0.00885976127105149,0.11467654906541293,0.07983416766397024,0.023056611251434433
2015-12-31,0.25781729206446014,-0.03622470096077606,-0.055988851105435423,-0.02213791273315598,-0.007817826370583798
2016-01-31,0.8756911780739782,-0.06330536225781183,-0.09892304375930643,-0.09331699658153791,-0.011739840112348961
2016-02-29,0.1153787992560642,-0.032996888794149144,-0.013403209378179855,-0.058525507027470974,-0.001535279702176639
2016-03-31,0.7263135572561216,-0.05991111962598927,-0.016581555288304132,0.00878852818608625,-0.0009198610760059098
2016-04-30,0.12710214960442545,0.012581651557779346,0.013553432786326182,-0.0001915778464405016,0.003630397109864031
2016-05-31,0.10640626825228128,-0.042057330261560555,0.03281911759898327,0.033355171138948723,0.003297163129212444
2016-06-30,0.3119218735813283,0.039601802448824115,0.009741234969479711,0.02629889921438791,0.0015706087967443955
2016-07-31,0.031293924624408276,0.04031881781876209,-0.04342147334650285,-0.06796033831133275,-0.006260637545048331
2016-08-31,0.25247793749577874,0.06134808129059704,-0.04773131135693111,-0.04806134524954548,-0.0036271315077395913
2016-09-30,0.08646156158992102,0.00588560734359221,-0.05948043303634897,-0.06581677950398382,-0.004414072295388947
2016-10-31,0.21991470914736666,0.0559876433729765,0.03815481862854676,0.07123627366915147,0.0025975694265174634
2016-11-30,0.06567239563068672,0.04085949319034324,0.07037431473360711,0.04745815014409823,0.005693123629866007
2016-12-31,0.315743682452162,0.002622860746586228,0.03699086127148774,0.06893405565038217,0.0032379620937934383
2017-01-31,0.19439305381987948,-0.03275069132099936,0.06616156406692204,0.06379422335575718,0.004541194594666013
2017-02-28,0.2923532584141014,0.0217422977588279,0.015247477273022789,0.019688032463869524,0.001050052448703969
2017-03-31,0.11527504961976798,0.0012457953751897663,-0.015825199491517405,0.008953994745648591,-0.0012818511028268422
