,Port1,Port2,Port3,Port4,Port5,baseline,index,hs300,zz500,zz1000,szzz
2013-01-31,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0
2013-02-28,1.0358760738680048,1.0375275390085479,1.024538020679843,1.024283979165887,1.0181475231481878,1.0280746271740941,1.0149608277820734,0.9949551189817789,1.0369466593938794,1.0485074842183333,1.032266333977065
2013-03-31,0.9837849956798093,0.9810585846030716,0.9608723600041851,0.9690819743950536,0.9568854257193806,0.9703137533230967,0.9618672687991491,0.928616515351251,0.9907021937339457,1.0200673721164952,0.9911194948131186
2013-04-30,0.9893577106761113,0.974437889192804,0.9431263804243496,0.9420806032667595,0.9389403174939261,0.9574728019231801,0.9405588421791743,0.9108349380434273,0.9678495291751613,0.9967866484611553,0.9748026079674603
2013-05-31,1.1441431712429853,1.1174373523073653,1.0546618534579408,1.0688712542955146,1.0758709220585296,1.0918797007525074,1.0347755702539894,0.970055997993213,1.1039131082026348,1.1571162381968958,1.106378069830636
2013-06-30,0.9638448535476017,0.9447600764779325,0.8772481584078343,0.8996194578150728,0.897971056494604,0.9162983372328222,0.8833195691175407,0.8190307575844419,0.9299754744602743,0.9898098231172806,0.9481653649616326
2013-07-31,1.0179301371766267,0.9969445793809056,0.939769356222632,0.9500593703184657,0.9689600882368337,0.9745277176368966,0.9147401519587012,0.816195500956127,0.9859482509387469,1.071800023686583,1.0072174132244118
2013-08-31,1.0922132427497837,1.0604517093812234,1.0180798703160039,1.0120154250839464,1.0225119766346844,1.0408903531767737,0.9746814724642634,0.8611878005807476,1.0530256308271146,1.1490856072132514,1.0646149146343549
2013-09-30,1.1612264442053788,1.1326110699534064,1.0908927020320607,1.0684202656272148,1.0741989418324214,1.105224947310931,1.026148053788707,0.8965920349311955,1.1130160666138256,1.2284175246641353,1.1285430160818963
2013-10-31,1.1371867752508806,1.0946408422003067,1.0617972427307765,1.0452252582005033,1.0486122769280208,1.0772789726211984,0.9975686161543501,0.8834470587096868,1.0673032654546246,1.173604243360681,1.0906144788337635
2013-11-30,1.2352732025096882,1.17007004239494,1.139074611268449,1.1248346727632361,1.1196171079492587,1.1573895421091054,1.0482535300716191,0.9077227805314863,1.1341360796726552,1.2759154438445248,1.163847136533762
2013-12-31,1.2282271897427068,1.1531231747588895,1.1328911097144203,1.099762088925805,1.0965389840044033,1.141528974650555,1.008053867731271,0.8671858310115593,1.1004294124848615,1.231828997158984,1.129732922598397
2014-01-31,1.2959542847943535,1.1870844552048696,1.1709592045166624,1.123079122799868,1.1334103366050403,1.1810312251451447,0.9964131638141205,0.8197047730417638,1.11661500420446,1.2955294184888895,1.154945268572796
2014-02-28,1.3220644044872065,1.2145501038884134,1.2077351442475421,1.1538903576626873,1.1585107100815673,1.2103849629977332,1.0047077093612296,0.8109663915274287,1.142627192828679,1.3306594789885995,1.165195127578487
2014-03-31,1.2603012085842251,1.1689673835670438,1.1556223623654993,1.1055292685803948,1.1073194747477995,1.1587026384488264,0.9772233292033821,0.7988088051503566,1.1037171108029051,1.273159336786665,1.1107350076051477
2014-04-30,1.2333208365309938,1.1551550225916483,1.1541732415089443,1.0988054392850066,1.108597200611192,1.1495707117790703,0.9708557759285089,0.803406699661541,1.0823453474183231,1.2434923036466068,1.0975926289884301
2014-05-31,1.2837350556570797,1.2009474794971455,1.182217835470591,1.1253843254079594,1.1358958502721639,1.1848925256437206,0.984117879880819,0.8025897676191215,1.1004702213276205,1.2772709648930214,1.1255522277100818
2014-06-30,1.340047532850935,1.2725457838038519,1.2391236890990809,1.163795579531401,1.1735340402126089,1.2367638158525018,1.0129073116274951,0.805810601284314,1.1279630237398255,1.3421656076858839,1.171517440568763
2014-07-31,1.4279058400690563,1.3754294515652898,1.325539752517861,1.2616307397933453,1.2572248980643725,1.3286634695898465,1.0958171000553125,0.8747131433386359,1.223416056497831,1.4056909901129127,1.2390547826978624
2014-08-31,1.4972043567529072,1.4416777284872915,1.38586009344667,1.323615032023978,1.3307557890254154,1.3950488919411244,1.1249292753236033,0.8702603984841911,1.2725113934265573,1.4896953746038613,1.294857553022406
2014-09-30,1.69450191150581,1.6049047537678105,1.5252472452246917,1.467838572151961,1.4843572008305557,1.5540737565064817,1.2269581538560175,0.9122052996744927,1.4128248398252916,1.683652767881653,1.4243661664929166
2014-10-31,1.7422930614867382,1.645047135025078,1.5819837183753123,1.5076612124833646,1.5188970187456594,1.5978406743621882,1.2493995564306943,0.9335449044654736,1.4330272286944787,1.7060412602691093,1.4425191837711282
2014-11-30,1.9147645980397894,1.749920756596914,1.7501199229866928,1.636378532005682,1.6581207080770834,1.740387451192526,1.35165550354193,1.0453823428047828,1.5074174382507601,1.7800956311443947,1.517097696238443
2014-12-31,1.885272397333265,1.7718414635073432,1.8029108812605488,1.6881710360380475,1.6982021968247958,1.769316828502048,1.4923211792893754,1.3151694045365598,1.5296746385687243,1.6562802007369224,1.511620280963205
2015-01-31,2.280083690348519,2.0398997985648952,1.8997176195991037,1.7381387242504553,1.7491891005196039,1.937056605462438,1.5165284673960937,1.278206486179892,1.6187683891255353,1.7989154732466641,1.6154401585972349
2015-02-28,2.511395166992385,2.1951471011121355,2.0789495816132453,1.871852929278549,1.8752271958950282,2.1001123594124715,1.6058388413948923,1.3297357308582962,1.7296233113904373,1.9624933123872863,1.741120562951823
2015-03-31,3.0527703572507994,2.650607018634996,2.5649365863657754,2.2826923323683257,2.252853014731083,2.552760852962688,1.8859895293808968,1.5077714614932851,2.0844421172547256,2.4128271915379,2.091846042759729
2015-04-30,3.5664663606854465,3.0811603144218074,2.9344973876745977,2.5641925191249024,2.6137151998787007,2.9399070055439163,2.2111774018785257,1.767805955006584,2.4340672794123988,2.7974596551816053,2.422296113684139
2015-05-31,4.531031607277236,3.8108132748656103,3.562809749698421,3.302754270142432,3.0629272370434215,3.634474027330228,2.5155015812740675,1.80165299406524,2.8643338761101007,3.579699444189657,2.9835827081161455
2015-06-30,4.00962119115906,3.4142425057671466,3.3350063367198293,3.0730706396204863,2.8562308970039814,3.3291014358988678,2.2775182002703356,1.664754015993259,2.5594674503497203,3.127473358776718,2.632135166544187
2015-07-31,3.3677034816639333,2.834307099034701,2.791140288969981,2.5445531457515504,2.385329933741347,2.776549495272023,1.9298582289787631,1.420493828906517,2.2206507688443455,2.5345292676311852,2.254437048177328
