,num_factor,mkt_cap,医药生物,机械设备,电气设备,电子,农林牧渔,非银金融,有色金属,传媒,房地产,化工,建筑材料,通信,商业贸易,计算机,公用事业,建筑装饰,纺织服装,轻工制造,汽车,食品饮料,交通运输,国防军工,综合,休闲服务,采掘,家用电器,银行
2013-01-31,-0.16979571743482003,-2.396345534533934,5.5580509487624905,3.5153477934228365,4.4289798840827554,6.00264391843099,1.0152889138651997,0.6700825253973228,0.11876309984859117,5.222051264132944,1.0059878230088173,3.6908585284303044,-0.11420808548827636,2.6572318863885274,0.6945670220563338,3.8996526149366413,6.447783221328928,2.487685230235573,0.8577904177940063,1.9656586451384797,1.9507147934668814,3.21595486784461,-0.07788380613794901,1.3876927417078548,1.5090234468381143,-0.3588541528657472,-0.2180777808788711,1.8290964014137807,-0.2808441030338332
2013-02-28,0.0696866808120765,0.6252712548471485,2.8886437901958426,-3.389767521060989,-1.7013651852580505,0.8406830561914207,-4.514201387437672,-2.5286940638049407,-3.7273419705493662,-1.9687717434378067,-4.540853036347274,-1.600865519133519,-2.789755896160278,1.2468964517664929,-1.5166442534899103,-1.369743329276357,-0.9300183167696445,-2.8102673806638885,-2.60667221410829,-1.126253270579232,-2.6673732615823087,-1.0786688629339674,-0.7785747097428701,-1.9730436834895264,-0.6889413039262072,-0.5587350075984504,-0.3468938022321048,0.8043584580798082,-1.0594282081676765
2013-03-31,0.8420264370914262,-0.3339782629174421,-3.01916825659869,-2.5794190045031606,-1.2042714996774624,-1.6229701466222126,-0.6411839383205246,0.0630551526271035,-2.057914557057648,0.8552603567249222,0.9526549240072172,-2.3647297828291864,0.2925527790061138,-0.8328841798959999,0.40992656910103914,-0.7918205970582275,-1.3299419897814526,0.30554451114850656,-1.8113172671412034,0.598036231285726,1.4717055547488334,-1.8998567648194837,-0.29883333169451026,-2.5402871346639655,0.5307268646708142,-1.5317296520025034,1.31716096786955,2.0359961841669785,-0.3974413036971042
2013-04-30,0.16405754014993548,-4.798201572330505,7.350104625191084,11.305628870569315,7.595609303241811,13.59891233396424,4.387328531402957,1.7064549342087034,5.601331008662447,5.995455592425928,5.450634386138762,7.701022702248152,2.9070739134708377,8.362170096608248,4.7611665821681175,12.382396041854442,8.836892011374617,6.921484564145963,4.116449214891646,4.812560252008494,6.773264763171726,4.109837342379713,3.408589019220435,4.697070816283954,1.3863954102625824,2.0786634741895313,1.7362742267715205,5.186356693301359,0.8517727664156426
2013-05-31,0.610344100069735,0.5781979273045142,-7.461624245238363,-11.218661932915955,-8.22785455369917,-9.379619754218428,-7.353697422888949,-3.0829787932735377,-9.614707364373926,-1.440363383991228,-5.534340556667982,-12.630213130285938,-5.294706327980033,-3.2373232682823905,-5.103376975525555,-6.513197074996891,-3.4179633672525034,-6.946054517600483,-7.146874054504759,-7.640809884961236,-8.442620542165377,-5.682165387393267,-3.4850895027061592,-5.170159395147848,-1.5361595411008269,-3.190962916583182,-4.837940228497682,-6.014869593103258,-2.132929001654405
2013-06-30,-0.35730012969066416,-5.128477228761479,7.037270774942816,4.500752076910788,3.36898527722074,5.688257610999922,1.5288237712615451,1.1713068267410778,1.6563335491580615,7.1214554040541085,1.0190596389953348,2.958838360445967,0.8718215016939669,3.5396529178872993,1.7417572257589011,8.908651208084569,3.519822726130763,-0.6525010990135266,1.2441832112762206,4.101155253666258,2.242964945112311,2.2621017304403694,0.4904014035131097,0.9655351193348894,2.168637316941653,2.111917045844131,0.14854616632792636,3.382915747958134,0.293704904950046
2013-07-31,1.5179227742969776,-2.7069475770687887,1.3855519983854547,3.2163045202265614,3.0932797362103557,3.822300588158295,2.98212908373422,0.9629168152654404,3.526012551369887,5.637494990976644,3.7438860669854654,5.143673267467393,1.2510214345551642,2.942730752790117,4.148134543744486,4.415831596439743,-0.00747482807680934,2.4641245745576748,1.358391395404406,3.0486464298414897,3.6474302315975917,2.030463570309751,2.614609820261012,0.9347924382997054,1.0955193931729008,1.8248942166033943,0.9754179512848546,1.69785519872513,0.9620291924119825
2013-08-31,0.9220864822215983,-1.2482458201980602,5.81413267203638,2.41040423450246,4.537827666082273,3.0136534080155135,1.02399717192435,0.40917414560438875,0.3080967363125929,4.801263663432862,-0.45608805635692257,2.7077518335992212,0.6309877897919347,2.6306914838318334,6.309809334179774,5.582574872479113,2.680090943526369,-0.4395293035121743,2.8423614639230084,2.7464776163622378,0.7355487272738465,3.555809538968892,1.1071085191293455,0.8325498274331096,0.37636206519625887,1.712737077362604,0.9630202166819289,5.103366946625055,0.3657312754894997
2013-09-30,0.025054988724160496,-1.124991212619511,-3.2805461039958383,0.1192309966409941,-1.858093291344769,-4.766538954784798,-0.08387909420462268,-0.10706077793229991,-2.3555171979578486,-3.976468965736165,-1.3234690441489128,-2.0534534260951136,0.3116552904227185,-2.7560969726554987,-1.2353334812611612,-4.17688495265051,0.47559110116189124,-0.1872807514509411,-1.2090472537392192,-2.160803766152619,1.5258521885222591,-2.3685765351756243,-1.0029378133035693,0.5156056794991648,-0.20300039297871542,-1.0510408520192593,-0.516003662344383,1.222068249960164,0.48287964159689545
2013-10-31,1.560543802094118,-6.182794759003772,3.4464305313277133,5.838916086516595,4.035952020790906,7.406029470062961,3.5951499006387935,1.8084277914327902,2.417728385203555,2.4915031462061568,-0.06802579694619239,6.081984201090634,1.5393644220356453,5.354908882415709,1.5615158333648451,9.065023590730602,2.4594682843395117,2.49238314642762,1.3162236014951698,3.1616797936740437,2.535672576514975,2.778614534169484,1.9759274260347575,3.604936578037196,-0.12355301306404283,1.0391920848541674,2.267365314773797,5.482314788084858,0.6237744054029394
