,0,1,2,3,4
0,0.22863809620552544,0.17067685964139856,0.1936882889950955,0.12998964371404045,0.10979457416055104
2,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
5,0.2213205617930889,0.17934143392517288,0.18393944765535908,0.13138016422976873,0.11634483668016915
8,0.2253555586958065,0.18066953606672745,0.17468995316093627,0.1256280346035743,0.12598378210876682
10,0.2283008976949863,0.18876607467700104,0.1607050225343334,0.12787994486926912,0.12658652048172692
15,0.2159697608417912,0.18468979882406766,0.1710935166228238,0.13234288488229873,0.1275517160352322
20,0.1885344711178936,0.19923186194750556,0.1935036035952622,0.13070169729295,0.12087153253806072
30,0.1857592399555581,0.18883218506429889,0.1890479645582921,0.15215054443794784,0.11635863181755512
45,0.18174152084271802,0.1880712732219949,0.2018897719097863,0.1529230624819089,0.10785522522822966
50,0.1846152265375145,0.2114085064698834,0.18636292064696655,0.15797829945251607,0.09308577924560102
