,0,1,2,3,4
0,0.20804764841491447,0.15942336768722387,0.15100888563117132,0.11266386627416658,0.13332515769217834
2,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
5,0.2108857988306916,0.15985102244989902,0.16661165365449435,0.10140018870034108,0.12735884098572647
8,0.2085001254729764,0.17550554499339574,0.15086377435276654,0.10603679714285086,0.12540126594313206
10,0.2068197468241781,0.17710793751622567,0.14687290048808022,0.10870913947355287,0.12618305254733664
15,0.20473290844503844,0.16075733943791182,0.13617202271552142,0.11811428833095737,0.14453489185092394
20,0.2151217033853312,0.1731967055645749,0.14407043746360124,0.11326227007169233,0.12041394161357633
30,0.19490454999470708,0.18221229314739065,0.13726457293067185,0.1313221480389002,0.11907114458248234
45,0.15871657402621442,0.16858452919223632,0.17595980795226507,0.14850717345944653,0.11200315756546142
50,0.16724811455031466,0.1832592482810209,0.1554016776002356,0.1493033355599267,0.10897251219452976
