,0,1,2,3,4
6,0.22671864771386074,0.18415209254734452,0.175308170179159,0.12774124563690914,0.11092139161356518
8,0.2232771564284497,0.18806657719423425,0.1531448057379674,0.13538923230821398,0.123076505943573
10,0.22975175500568398,0.18216521439170694,0.14451255495938686,0.1226444517730072,0.1331744795008638
12,0.21406431820936667,0.185016357170114,0.16702809899730342,0.11559092719091345,0.13362603333240308
15,0.2201374222950516,0.18500829144707387,0.15962548105936736,0.12948103793424506,0.13096170248998806
20,0.20796548095848166,0.19257708410678887,0.16326939728888326,0.1326155544699692,0.13735727884502855
25,0.21162464602856912,0.1893157280000892,0.1659465732186569,0.14026563306488615,0.13499780910431936
30,0.21650680513829546,0.19475893197138894,0.16450851149068946,0.14298790273652773,0.13425386450839238
35,0.21336277188458566,0.19934740005129806,0.17114532199192567,0.13935178019301775,0.13580469250065394
40,0.21380630947240745,0.2035814499109756,0.1645908411741368,0.14348454014084133,0.14012962764627868
