,0,1,2,3,4
0.25,0.18755201481666292,0.1646179049732488,0.14482770899444766,0.15772630097781315,0.12211210435352472
0.5,0.1985776858919044,0.16292173285564227,0.1410468085629948,0.14944686054812273,0.1252098063655216
0.75,0.2063927273062516,0.17121680387581906,0.14473387991330644,0.12627400475346762,0.12959539476993331
1.0,0.2099220541231439,0.18025443508936867,0.13069642472455945,0.11775208858763064,0.13987335905914675
1.5,0.20933853800455626,0.17020731872706718,0.1463621243800972,0.11820968948521292,0.13375935874200118
2.0,0.2104468606384342,0.17180699013735468,0.1542219972947192,0.10456586166336934,0.1370107899272568
3.0,0.22100755965461086,0.16419566742540834,0.1758840447961607,0.09157080678127284,0.12667681861324653
6.0,0.197107343571701,0.16978178181577408,0.18671281797768732,0.10371166508002982,0.12166880888262832
8.0,0.19259214510132128,0.17660831529483434,0.19071291239586088,0.0916567792172085,0.12784854845191385
