,0,1,2,3,4
6,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
8,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
10,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
12,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
15,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
20,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
25,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
30,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
35,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
40,0.2070012849947376,0.1690373359824331,0.15175380355080234,0.10292750038279364,0.13483384286849653
