,0,1,2,3,4
6,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
8,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
10,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
12,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
15,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
20,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
25,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
30,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
35,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
40,0.22284472849535586,0.17519727713538358,0.1875428936086425,0.13814289021651385,0.10824324198140922
