,0,1,2,3,4
6,0.21650030268346446,0.17803119737783768,0.19358068461409686,0.13113400075522794,0.12237909805782388
8,0.2084590629650072,0.1774999701944444,0.20354334208584304,0.14110774247133895,0.12414834879150848
10,0.20327904500457605,0.2002311778428989,0.19791516252961008,0.1247874450425781,0.1317276051641345
12,0.194088689987552,0.19968416738129344,0.20645876183427855,0.1223685511797008,0.1328037321142972
15,0.19468160545716384,0.23407134332609725,0.1810878542353993,0.1224051648097817,0.12931892882563822
20,0.190569453732838,0.2163597237473167,0.21351996218504832,0.12753245558786494,0.12394253087430962
25,0.19254890847819084,0.2115278394557949,0.21365783028271434,0.1245682916667854,0.1258966010257594
30,0.1924755379094243,0.2352445438776729,0.19013885543922848,0.12383620006367567,0.12444679063137397
35,0.193560093115569,0.2455119699454717,0.18165832412040595,0.1268911211887538,0.12172571543765942
40,0.19434479137477645,0.21768844371909532,0.21809207784812967,0.13543108700781747,0.12921598956521185
